,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_jamaica,hash_jamaicantiktok,hash_jamaicatiktok,hash_tiktok,hash_trending,hash_viral
1,JM,7102140129975766278,1653595859,Reply to @pettymaley been doing cxc since I was 13💀😭#asatoxicyute #omardigena,6919939710718821381,PSY_GYALTEEF,"content is just for fun.
since as you're here just follow ☺",0,False,https://www.tiktok.com/@psy_omardigena/video/7102140129975766278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102140129975766278&source=h5_m,149756,703,70,133,12105,7102140131322104581,7102140131322104581,72,7102140131322104581,original sound - psy_omardigena,PSY_GYALTEEF,6.919939710718821e+18,PSY_GYALTEEF,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102140140251810565.mp3,,False,False,,,,,[],0,0,Jamaica,#asatoxicyute #omardigena,0,0,0,0,0,0,0,0,0,0
2,JM,7072829010463476997,1646771332,#fyp #jamaicantiktok #viral #parentprank,6741767643832222725,Jhami,"Just expressing my personality 🤪
♊️ 🗣Talk me mind 🇯🇲
Instagram @Barbz_world_",0,False,https://www.tiktok.com/@jhami_barbz/video/7072829010463476997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072829010463476997&source=h5_m,1491310,7402,11524,9141,232027,7072828993564740358,7072828993564740358,72,7072828993564740358,original sound - jhami_barbz,Jhami,6.741767643832223e+18,Jhami,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072828989940828933.mp3,,False,False,,,,,[],0,0,Jamaica,#fyp #jamaicantiktok #viral #parentprank,0,0,1,0,0,1,0,0,0,1
3,CA,7084652052659408134,1649524098,High school was lit using this 🇯🇲😂#jamaicatiktok #foryou #fyp #trending #carbbeantiktok #canada,6779987671247979525,Sharii Official,"Your Favourite Yardie 🇯🇲
Instagram: Shariiofficial",0,False,https://www.tiktok.com/@shariiofficial/video/7084652052659408134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084652052659408134&source=h5_m,101713,1194,357,575,13042,7084652048302099206,7084652048302099206,72,7084652048302099206,original sound - shariiofficial,Sharii Official,6.77998767124798e+18,Sharii Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084652039384419077.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3f6f799f4b12e2a4ab6d224c8b379047.json,False,False,,,,,[],0,0,Jamaica,#jamaicatiktok #foryou #fyp #trending #carbbeantiktok #canada,1,0,1,0,0,0,1,0,1,0
4,JM,7102495648984894725,1653678635,Friday laughs 🤣🤣#BoyMom  #GuessWhoisTheForeigner,6696439455441716229,Sannicia Coward,"Live.Out.Loud 😘
Good Vibes ONLY! #GVO🇯🇲",0,False,https://www.tiktok.com/@sann.i.am/video/7102495648984894725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102495648984894725&source=h5_m,1047973,1190,2221,1424,140731,7102495646402366214,7102495646402366214,72,7102495646402366214,original sound - sann.i.am,Sannicia Coward,6.696439455441716e+18,Sannicia Coward,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102495660428708614.mp3,,False,False,,,,,[],0,0,Jamaica,#BoyMom #GuessWhoisTheForeigner,0,0,0,0,0,0,0,0,0,0
5,JM,7071832492931583238,1646539313,🥺❤️😂,6691716333874201605,Krissy,"🇯🇲!
Black barb😌💞👩🏻
Ig:iheartkrissy._
🦋💞
Spam= block🥲",0,False,https://www.tiktok.com/@g0ttaluv_krissyy/video/7071832492931583238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071832492931583238&source=h5_m,651001,483,1085,4592,66069,7066522656048171823,7066522656048171823,72,7066522656048171823,original sound - dyckel314 (Contains music from: Scrameustache - Miracle),"Contains music from: ""Scrameustache""",6.783711995096385e+18,Dyckel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7066522658287946542.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/becece4ca3b44c6bfbb62feb9bb9a6cc.json,False,False,Miracle,Scrameustache,original sound - dyckel314 (Contains music from: Scrameustache - Miracle),"Contains music from: ""Scrameustache""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
6,JM,7103379254276066565,1653884369,Happiness over history #relationship #relationshipadvice #relationshiptips #datingadvice #fyp,6806342205214655493,King Diel,"King Diel
Welcome to the Royal Family👑
My views on ❤️ & relationships
& a lil🎤",0,False,https://www.tiktok.com/@dielkingdom/video/7103379254276066565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103379254276066565&source=h5_m,102181,198,1955,4537,8226,6828549981545170946,6828549981545170946,10033,6828549981545170946,Spring,Aesthetic Sounds,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dcf1302a4ba447a19e562a2dad35e320,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a1d32ff2f4b24b6ba7173e2b94e1ec73,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1512857096', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#relationship #relationshipadvice #relationshiptips #datingadvice #fyp,0,0,1,0,0,0,0,0,0,0
7,US,7098806523857620230,1652819694, ,6807151294857004037,Tracey Ann Dawkins,"SUBSCRIBE TO MY YOUTUBE
Instagram.com/_Teeze_
Shop 👇🏿",0,False,https://www.tiktok.com/@teezeloco/video/7098806523857620230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098806523857620230&source=h5_m,96415,85,25,26,6127,7087726758783355653,7087726758783355653,72,7087726758783355653,original sound - 1dev0nte,Gyaldemlascobag😎👌🏼,6.891898707785958e+18,Gyaldemlascobag😎👌🏼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087726780208253701.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/399a7cee7bef14cef3ddaea3fc53fdf4.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
0,JM,7103260176265792773,1653856640, ,6720036224041747461,Arekah,"Humble🥀.
Ig:@rekaaah._",0,False,https://www.tiktok.com/@rek_ah/video/7103260176265792773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103260176265792773&source=h5_m,73636,343,137,383,6084,7102851994083871493,7102851994083871493,72,7102851994083871493,original sound - unknown__876iix,Unknown__876iix,7.088743088562898e+18,Unknown__876iix,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102852003000339205.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
1,JM,7091079835115687173,1651020685,Hello Kate a Spaniard man deh inna Yu place @shantii_different,6684468843929322501,Rebelofficial,"Island tingz 🇯🇲
My mood depends on you 🥱
Choreographer 
🥱
Rip mom&da",0,False,https://www.tiktok.com/@rebelthisrebelthat/video/7091079835115687173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091079835115687173&source=h5_m,543283,760,610,2534,65482,7089650392501373701,7089650392501373701,72,7089650392501373701,Skeng London (Contains music from: London - Skeng),"Contains music from: ""London""",6.989416212301104e+18,wana__10,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089650417776233222.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4355a3cfc7dbee995eb43706794b0a37.json,False,False,Skeng,London,Skeng London (Contains music from: London - Skeng),"Contains music from: ""London""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
2,US,7076834552429268266,1647703945,Y’all Know I Love Me A Heart💗 @KweenK 💅🏽 #southjerseyhairstylist #southjersey #jerseyhairstylist #braid #hairstylist #knotless #knotlessbraids #heart #heartbraid #hearttutorial,1602729,StyledByJanyaa,"📍NYC/SOUTH JERSEY HAIRBRAIDER
IG:StyledByJanyaa
✨Main Page @shanairjanyaa
200K?",0,False,https://www.tiktok.com/@styledbyjanyaa/video/7076834552429268266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076834552429268266&source=h5_m,9945948,1478,2180,24045,406196,6925763804747810817,6925763804747810817,10033,6925763804747810817,Drive You 2 (Jersey Club),Retroj,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c031bbe659e342e18b5d645b4300ec1b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/79f4b228e4874a9da9ff56156baf1810,False,True,,,,,[],0,0,Jamaica,#southjerseyhairstylist #southjersey #jerseyhairstylist #braid #hairstylist #knotless #knotlessbraids #heart #heartbraid #hearttutorial,0,0,0,0,0,0,0,0,0,0
3,JM,7102524313277828358,1653685309, ,7097718052913677317,@theonlyken__,get me 10k followers please,0,False,https://www.tiktok.com/@thebestofthebest497/video/7102524313277828358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102524313277828358&source=h5_m,136462,133,22,128,5407,7102524303295400709,7102524303295400709,72,7102524303295400709,original sound - thebestofthebest497,@theonlyken__,7.097718052913677e+18,@theonlyken__,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102524310401190661.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
4,NG,7089809274825608454,1650724858, ,6622622864146202630,Diggy,Hi guys let’s get to a million 🥰💅,0,False,https://www.tiktok.com/@diggyrich/video/7089809274825608454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089809274825608454&source=h5_m,2099630,4255,7495,20178,79331,7089803160184785669,7089803160184785669,72,7089803160184785669,original sound - diggyrich (Contains music from: So Gone - Yvngheartbreak),"Contains music from: ""So Gone""",6.622622864146203e+18,Diggy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089808649194916613.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a4559760f9b17d944e57b76e8d5a971a.json,False,False,Yvngheartbreak,So Gone,original sound - diggyrich (Contains music from: So Gone - Yvngheartbreak),"Contains music from: ""So Gone""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
5,JM,7092557482890956038,1651364727,#fyp #xyzbca #jamaicatiktok #jamaicantiktok🇯🇲viral #jamaicantiktok #jamrockskip,7051313474848850949,jamrockskip,"deh ya same way 😶‍🌫️
dm on Instagram for promo
road to 15k 💪💪🔥🇯🇲",0,False,https://www.tiktok.com/@jamrockskip/video/7092557482890956038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092557482890956038&source=h5_m,482037,440,1203,3848,21785,7092557444223634181,7092557444223634181,72,7092557444223634181,original sound - jamrockskip,jamrockskip,7.051313474848851e+18,jamrockskip,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092557471100734214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f7fb04e29ae63d871b31c4aa3b076d91.json,False,False,,,,,[],0,0,Jamaica,#fyp #xyzbca #jamaicatiktok #jamaicantiktok🇯🇲viral #jamaicantiktok #jamrockskip,0,0,1,0,0,2,1,0,0,1
6,JM,7097024294424825093,1652404738,Mama ? Love money 🤣🤣❤️😭,6619257367337402374,Lexy_Genna,,0,False,https://www.tiktok.com/@lexy_genna/video/7097024294424825093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097024294424825093&source=h5_m,191098,250,134,502,16015,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
7,PA,7098888147781553413,1652838699,🥶#fyp #parati,6809020559864218629,K A V I E L Y,"Aprende a bailar conmigo💃🏽Escribeme al DM📥
Artist/ Dance Choreographer/Model",0,False,https://www.tiktok.com/@kwavyit/video/7098888147781553413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098888147781553413&source=h5_m,9015187,9837,11579,65843,1942520,7087111654646860550,7087111654646860550,72,7087111654646860550,original sound - stationv (Contains music from: Freestyle Diez #1 - GAZY MP),"Contains music from: ""Freestyle Diez #1""",6.793346273837041e+18,StationV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087121659865336581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/61058b4587c9f93170540d0fd01f6fd6.json,False,False,GAZY MP,Freestyle Diez #1,original sound - stationv (Contains music from: Freestyle Diez #1 - GAZY MP),"Contains music from: ""Freestyle Diez #1""",[],0,0,Jamaica,#fyp #parati,0,0,1,0,0,0,0,0,0,0
0,JM,7086180878204062981,1649880056,Brawling 📌 #fyp #foryou🇯🇲 #foryoupage #jada_donharself #fypシ゚viral #trending #viral,6977526685081453574,Jay❤️😈💍,"Feb 19 ♓️ ❤️ 
Spam Like = BLOCK‼️
Long Run 15K 😮‍💨
Follow My Backup👇🏽",0,False,https://www.tiktok.com/@jada_donharself/video/7086180878204062981?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086180878204062981&source=h5_m,130720,111,121,1213,11826,7025859985829545985,7025859985829545985,10033,7025859985829545985,Rockin Chair,Yung Bredda,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/512c7f49a7c64622bbb9acefb7db89d8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2b81408102ab468d9ec06a552b6fcf3b,False,True,,,,,[],0,0,Jamaica,#fyp #foryou🇯🇲 #foryoupage #jada_donharself #fypシ゚viral #trending #viral,1,1,1,1,0,0,0,0,1,2
1,US,7077285909023984942,1647809034,#duet with @momentswitkash  😂😂😂,7016379299734144005,Thatssqt_,Insta : @quakitaa😘😘,0,False,https://www.tiktok.com/@thatssqt_/video/7077285909023984942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077285909023984942&source=h5_m,2085868,345,3170,2682,94391,7076164095401069355,7076164095401069355,72,7076164095401069355,original sound - momentswitkash,Kashius Brown,7.076160454520194e+18,Kashius Brown,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076164113885530926.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6a1e24f7433e2150fcf65abb76ca214a.json,False,False,,,,,[],0,0,Jamaica,#duet,0,0,0,0,0,0,0,0,0,0
2,JM,7093585398084947206,1651604055,#yardiechallenge @Jazzy Vybz Muzik #djjazzy #jazzyvybzmuzik #dancehall 🇯🇲 @n_asti.a #riflewalk #leggodibird #weddi #jiggy #jamaicatiktok #fyp #jamaica #viral #caribeantiktok #dancehallvibes,6806421462468133893,auroredinauxdeedee,"👑 DeeDee 👑
ALL DANCE CHALLENGES 💃
________________________
Dancer |📍🇧🇪🇯🇲",0,False,https://www.tiktok.com/@auroredinauxdeedee/video/7093585398084947206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093585398084947206&source=h5_m,189808,367,542,512,9829,7074321392489073413,7074321392489073413,72,7074321392489073413,YARDIE CHALLENGE X Jazzy Vybz,Jazzy Vybz Muzik,6.79648086044854e+18,Jazzy Vybz Muzik,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074321401771232005.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b58f39d9d0a7409d4086e0bdbecc0f3.json,False,False,,,,,[],0,0,Jamaica,#yardiechallenge #djjazzy #jazzyvybzmuzik #dancehall #riflewalk #leggodibird #weddi #jiggy #jamaicatiktok #fyp #jamaica #viral #caribeantiktok #dancehallvibes,0,0,1,0,1,0,1,0,0,1
3,US,7085536815809088814,1649730098,She Got Good Taste 🤷🏼‍♀️🤣 #MomsofTikTok #ImoniCarly #euphoria #fyp,7080634855370425390,Shawna Marie,No bio yet,0,False,https://www.tiktok.com/@selfmade.deex2/video/7085536815809088814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085536815809088814&source=h5_m,4170184,31753,3487,2177,865839,7061409576637582127,7061409576637582127,72,7061409576637582127,CMONN 5Star x LAY BANKZ,BIG BANKZ,6.781445763219228e+18,BIG BANKZ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7061409589522336559.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f579559abf8c4a15e32cb9c236ad60c.json,False,False,,,,,[],0,0,Jamaica,#MomsofTikTok #ImoniCarly #euphoria #fyp,0,0,1,0,0,0,0,0,0,0
4,JM,7091424411496074502,1651100913,#_ajay876 #foryoupage #fypシ @_ajay876_,6808375623909803014,Gyal crook🦅•,"•Ajay🦅
𝐾.𝑈.𝑆.𝐻🏴‍☠️:|  
Dm on ig fah promo💊!",0,False,https://www.tiktok.com/@cxshoutajay_/video/7091424411496074502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091424411496074502&source=h5_m,206447,99,203,889,18480,7078412993549110059,7078412993549110059,72,7078412993549110059,original sound - darealjackgang (Contains music from: Throwin 4'z (intro) - TBG Lowley),"Contains music from: ""Throwin 4'z (intro)""",6.794292024821892e+18,Erealist Nation,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078413013836958507.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ba70476ac774e2126facf69f1804be63.json,False,False,TBG Lowley,Throwin 4'z (intro),original sound - darealjackgang (Contains music from: Throwin 4'z (intro) - TBG Lowley),"Contains music from: ""Throwin 4'z (intro)""",[],0,0,Jamaica,#_ajay876 #foryoupage #fypシ,0,1,0,1,0,0,0,0,0,0
5,JM,7099265080025517317,1652926461,🤣🤣🤣🤣🤣#fyp,6824906880625918981,pretty eyes,God is my refuge and strength,0,False,https://www.tiktok.com/@annieforrow/video/7099265080025517317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099265080025517317&source=h5_m,464704,512,5820,15341,13348,7099265014074297093,7099265014074297093,72,7099265014074297093,original sound - annieforrow,pretty eyes,6.824906880625919e+18,pretty eyes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099265064481540869.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/df358c0ce8c3be133ac7dd2010a3bf51.json,False,False,,,,,[],0,0,Jamaica,#fyp,0,0,1,0,0,0,0,0,0,0
6,JM,7092453888757927173,1651340605,See dis on mi #fyp decide to try it don’t come for me just find it very funny,6800229858607399941,Aesha babe,"Positive vibes 🤗
Aries ♈️ baby 
Mother of one
Definitely not single🙅🏽‍♀️",0,False,https://www.tiktok.com/@aeshababe/video/7092453888757927173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092453888757927173&source=h5_m,144404,46,70,181,1718,7069165426718034694,7069165426718034694,72,7069165426718034694,original sound - the0nlyycece,Oman fi wicked.🫶🏽,6.789616202593027e+18,Oman fi wicked.🫶🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069165407709580037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4439349b161bd5f1538c4a4c73bf7fd0.json,False,False,,,,,[],0,0,Jamaica,#fyp,0,0,1,0,0,0,0,0,0,0
7,JM,7096581476875111686,1652301635, ,6855078964815299590,_.islandbhadie._,"5𝒦🥺🙏
ℳℴ𝓎𝒶🇯🇲🦋
𝒮ℴ𝓇𝓅𝒾ℴ🦂♏
ℬ𝒽𝒶𝒹𝒹 ℬ 👅😈
𝒟ℯ𝓂ℴ𝓃 𝒢𝓎𝒶𝓁 ℒℴ𝓋ℯ😈😏",0,False,https://www.tiktok.com/@_bhadie876/video/7096581476875111686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096581476875111686&source=h5_m,97158,0,81,313,6251,7062300519032834821,7062300519032834821,72,7062300519032834821,original sound - royalmofenyi (Contains music from: Cc - Syp),"Contains music from: ""Cc""",6.812577102698055e+18,Royal Mofenyi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062297837496765190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9f1670296f57a9da2b2199b518c8da3.json,False,False,Syp,Cc,original sound - royalmofenyi (Contains music from: Cc - Syp),"Contains music from: ""Cc""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
0,JM,7093989870812548358,1651698229,#fyp #fypage my little sis is the kindest and the sweetest oh how I love you❤️‍🩹😍I’m always on my room 😊🍱,6798943594922656773,Machalla,"Just here for the fun🤷🏽‍♀️DONT TAKE ME SERIOUS😂❤️
IG Fyah_stick",0,False,https://www.tiktok.com/@machallalisa/video/7093989870812548358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093989870812548358&source=h5_m,175424,417,50,154,20331,7005318264922671874,7005318264922671874,72,7005318264922671874,original sound - lloyiso (Contains music from: Nobody To Love - Drippppp._),"Contains music from: ""Nobody To Love""",6.763182558953637e+18,LLOYISO,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7005318209175866114.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/864dabc3b25797799285c558324d74be.json,False,False,Drippppp._,Nobody To Love,original sound - lloyiso (Contains music from: Nobody To Love - Drippppp._),"Contains music from: ""Nobody To Love""",[],0,0,Jamaica,#fyp #fypage,0,0,1,0,0,0,0,0,0,0
1,JM,7094417218800225541,1651797730, ,6684468843929322501,Rebelofficial,"Island tingz 🇯🇲
My mood depends on you 🥱
Choreographer 
🥱
Rip mom&da",0,False,https://www.tiktok.com/@rebelthisrebelthat/video/7094417218800225541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094417218800225541&source=h5_m,287040,434,302,851,30497,7066413256637827845,7066413256637827845,72,7066413256637827845,original sound - ackeepatty,maniiii,7.066219335916242e+18,maniiii,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066413276590099206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6ace18a77463b0947b40c204afcd0fe6.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
2,JM,7076107838992469253,1647534743,#leggodibirdchallenge #fyp #dancers #jamaicatiktok,6936249548298929158,@Fiyaneer,Fiyaneer is a reggae dance Hall Artiste from Jamaica,0,False,https://www.tiktok.com/@fiyaneer/video/7076107838992469253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076107838992469253&source=h5_m,1726306,1765,9195,8953,126489,7076107835238550278,7076107835238550278,72,7076107835238550278,original sound - fiyaneer,@Fiyaneer,6.936249548298929e+18,@Fiyaneer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076107850506193670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f8c1cd926ae2884c727e0b24224dbc1b.json,False,False,,,,,[],0,0,Jamaica,#leggodibirdchallenge #fyp #dancers #jamaicatiktok,0,0,1,0,0,0,1,0,0,0
3,JM,7070543955066162438,1646239301,#foryou #foryoupage #fyp,6870349276019770369,🌈🦄STEFFY🏳️‍🌈🦄,Love is a game 2 can play and both can win. we are most alive when we are inlove,0,False,https://www.tiktok.com/@kendollandsteffy/video/7070543955066162438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070543955066162438&source=h5_m,203955,1004,3586,4336,21752,7070543942878481158,7070543942878481158,72,7070543942878481158,original sound - kendollandsteffy,🌈🦄STEFFY🏳️‍🌈🦄,6.87034927601977e+18,🌈🦄STEFFY🏳️‍🌈🦄,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070543942655183622.mp3,,False,False,,,,,[],0,0,Jamaica,#foryou #foryoupage #fyp,1,1,1,0,0,0,0,0,0,0
4,JM,7092234570854173958,1651289544,#schoolbus #yeng #intencejettlife,6972062001620091909,crommeboss18,"young🇯🇲 🇯🇲 🇯🇲  ute
yk di root a di fruit 💥
No spamming 
4k follows??",0,False,https://www.tiktok.com/@crommeboss18/video/7092234570854173958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092234570854173958&source=h5_m,263551,537,1508,2950,32788,6735445382081284098,6735445382081284098,10033,6735445382081284098,BUSTER,$atori Zoom,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cddfcb7143594ae892baeb814851c257,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/051986d9de7c44d88a920951f4bf0486,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1479700872', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#schoolbus #yeng #intencejettlife,0,0,0,0,0,0,0,0,0,0
5,JM,7094859696573615365,1651900757,#newtiktok #sound #jamaicantiktok🇯🇲viral #tiktok #fyp #fypシ,7084449784309040134,Wray Don,Instagram link 👉 https://www.instagram.com/p/Cc9du_0uAb2/?igshid=YmMyMTA2M2Y=,0,False,https://www.tiktok.com/@wraydon/video/7094859696573615365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094859696573615365&source=h5_m,457434,662,3207,10672,38691,7094859648997559045,7094859648997559045,72,7094859648997559045,original sound - wraydon,Wray Don,7.08444978430904e+18,Wray Don,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094858362440911621.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/32c34a3804ac643b9380f458690baade.json,False,False,,,,,[],0,0,Jamaica,#newtiktok #sound #jamaicantiktok🇯🇲viral #tiktok #fyp #fypシ,0,0,1,1,0,1,0,1,0,1
