,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_relatable,hash_stitch,hash_viral
5,CA,7098115954558782725,1652658909,had a lovely chat with @shawnmendes #junoawards #junos #toronto #shawnmendes #budweiserstage,7019306384411853829,BuzzFeed Canada,Worth sharing 🇨🇦 Content links below 👇,2,False,https://www.tiktok.com/@buzzfeedcanada/video/7098115954558782725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098115954558782725&source=h5_m,97765,49,17,0,5718,7098115924800178950,7098115924800178950,72,7098115924800178950,original sound - buzzfeedcanada,BuzzFeed Canada,7.019306384411854e+18,BuzzFeed Canada,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098115927577037574.mp3,,False,False,,,,,[],0,0,Canada,#junoawards #junos #toronto #shawnmendes #budweiserstage,0,0,0,0,0,0,0,0,0,0
6,GB,7099932822479310085,1653081931,Only Deadpool would aim there 😂 🎥 @Jaluce #ladbible #fyp #foryoupage #deadpool #pranksters #unoreverse,6676352751163032582,LADbible,"😂 The funniest videos 😂
💵 Earn cash 💵
👇Submit your video👇",0,False,https://www.tiktok.com/@ladbible/video/7099932822479310085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099932822479310085&source=h5_m,6441362,2166,6595,15744,674300,7099932806654315269,7099932806654315269,72,7099932806654315269,original sound - ladbible,LADbible,6.676352751163033e+18,LADbible,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099932816128985862.mp3,,False,False,,,,,[],0,0,Canada,#ladbible #fyp #foryoupage #deadpool #pranksters #unoreverse,0,1,0,0,1,0,0,0,0,0
7,GB,7095727456157453574,1652102796,"Mum, Dad… what you doing? #funnyparents",6882273491492914182,Locksmith,1/4 of the uk music band RUDIMENTAL.,0,False,https://www.tiktok.com/@theycallmelocksmith/video/7095727456157453574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095727456157453574&source=h5_m,13648145,15985,72510,14769,1366155,7095727424977062662,7095727424977062662,72,7095727424977062662,original sound - theycallmelocksmith (Contains music from: Better Off Alone - 1999 Original Hit Radio - Alice DJ),"Contains music from: ""Better Off Alone - 1999 Original Hit Radio""",6.882273491492914e+18,Locksmith,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095727450977536773.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04527a0e567c45de4f22a7dac56ed69c.json,False,False,Alice DJ,Better Off Alone - 1999 Original Hit Radio,original sound - theycallmelocksmith (Contains music from: Better Off Alone - 1999 Original Hit Radio - Alice DJ),"Contains music from: ""Better Off Alone - 1999 Original Hit Radio""",[],0,0,Canada,#funnyparents,0,0,0,0,0,0,0,0,0,0
0,CA,7096142259300633862,1652199371,🙄🙄🙄 #lesbian #gay #queer #lgbt #funny #couple,59908688437620736,Geneviève✨,"🏳️‍🌈french lesbian
😈don't come say hi on ig
📩 genevieve@dulcedo.com
📍to/mtl",0,False,https://www.tiktok.com/@gen_laforce/video/7096142259300633862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096142259300633862&source=h5_m,2716942,852,5996,1616,246946,7057943577229380399,7057943577229380399,72,7057943577229380399,original sound - tytheprettyguy,tytheblackguy,6.76528663230641e+18,tytheblackguy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057943615808490287.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/533d2b41749a08dac56194805bd52348.json,False,False,,,,,[],0,0,Canada,#lesbian #gay #queer #lgbt #funny #couple,0,0,1,0,0,0,0,0,0,0
1,US,7102887415362276654,1653769849, ,6774931316908983301,tlsfit,"follow me on IG ⤴️
Ur fav barista / nurse
10% off | TAYLOR @inakapower",0,False,https://www.tiktok.com/@tlsfit/video/7102887415362276654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102887415362276654&source=h5_m,311172,261,193,156,29210,7096676918422047534,7096676918422047534,72,7096676918422047534,original sound - puertoricanprincess333,tat,6.931159935934694e+18,tat,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096676968456997678.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5510413efd6543b25860aa35910a39e6.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
2,US,7101774913962396970,1653510825,#duet with @rhegan777 #fyp #foryoupage #transition #xyzcba #foryou,6920237961654191110,O’Breezy,"🔥Let’s Get it Eh 🔥
😈HeHEEE😈
“Donald Trump in Tokyo Prank” at 100k",0,False,https://www.tiktok.com/@itsobreezy/video/7101774913962396970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101774913962396970&source=h5_m,9810412,2254,247,23,998629,6825583429183228678,6825583429183228678,72,6825583429183228678,original sound - lerachernikaaa,Valerie,6.74549776663675e+18,Valerie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/17ca61b58489172cad10d595e9fca997.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d3877cd07314592c74593ad6a56cab7d.json,False,False,,,,,[],0,0,Canada,#duet #fyp #foryoupage #transition #xyzcba #foryou,1,1,0,0,1,0,0,0,0,0
3,US,7101392223861837102,1653421723,Day 74- normalize the bulge #trans,6791237041642669061,Dylan Mulvaney,"She/they 🌸🌷🌼
LA actress/comedian 
Collab: hello@dylanmulvaney.com",0,False,https://www.tiktok.com/@dylanmulvaney/video/7101392223861837102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101392223861837102&source=h5_m,3239188,13129,5463,846,787669,7101392211333434158,7101392211333434158,72,7101392211333434158,original sound - dylanmulvaney,Dylan Mulvaney,6.791237041642669e+18,Dylan Mulvaney,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101392229599595306.mp3,,False,False,,,,,[],0,0,Canada,#trans,0,0,0,0,0,0,0,0,0,0
4,US,7073878177185172782,1647015610,He tasted every bit of that fall @Barstool U (via:Bryce_hansen9) (he’s okay),6646764999833403398,Barstool Sports,🗣 Viva La Stool,2,False,https://www.tiktok.com/@barstoolsports/video/7073878177185172782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073878177185172782&source=h5_m,12173222,9232,141772,50238,638600,7053859243434265350,7053859243434265350,72,7053859243434265350,original sound - depechemode8698 (Contains music from: All Star - Smash Mouth),"Contains music from: ""All Star""",6.819827574970861e+18,Sr. Lucifer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053859268587752197.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a545970f124c9a8eef3f4eeb09ccb11d.json,False,False,Smash Mouth,All Star,original sound - depechemode8698 (Contains music from: All Star - Smash Mouth),"Contains music from: ""All Star""",[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
5,AU,7101228418703904002,1653383585,Reply to @ourple_fard it was really hard not to tense up. my stomach took 18 hours spread over 2 sessions and it was quite painful #lean #tatted #weeb #aesthetics #zyzz #gymtok #FitTok #trending #viraltiktok  #4u #ink #shredded,7029400892546122757,LeanTattedWeeb,"Check my IG👆
Follow for daily content 👑
Anime 🐲
gym🏋‍♂️
tattoo's🖋",0,False,https://www.tiktok.com/@leantattedweeb/video/7101228418703904002?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101228418703904002&source=h5_m,5065899,372,483,1011,238325,6964785562949093377,6964785562949093377,10033,6964785562949093377,Polozhenie - Izzamuzzic Remix,Скриптонит,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/261416699b6e41c9817bf879750696b6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f58299ebc28a480e8aeed7580009e2b9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1568740601', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#lean #tatted #weeb #aesthetics #zyzz #gymtok #FitTok #trending #viraltiktok #4u #ink #shredded,0,0,0,0,0,0,0,0,0,0
6,US,7100832202623323438,1653291350,Young Harleezy,6725503402786259974,Jack Harlow,"Come Home The Kids Miss You - May 6th

LOUISVILLE, KY ⛲️",0,False,https://www.tiktok.com/@missionaryjack/video/7100832202623323438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100832202623323438&source=h5_m,2180857,1955,1756,853,382034,7094406642422269953,7094406642422269953,10033,7094406642422269953,Young Harleezy,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/12094a855b0a4acba6e6fe7101a403a1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/acca9ee5b89b48ba928242d740f203ab,False,True,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
7,US,7083156196793781546,1649175818, ,7031693751983014917,Ella :),Follow insta 🥰,0,False,https://www.tiktok.com/@nurse.ella3/video/7083156196793781546?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083156196793781546&source=h5_m,1428242,891,9253,365,38830,7007785041036101634,7007785041036101634,10036,7007785041036101634,SAD GIRLZ LUV MONEY - Remix,Amaarae & Kali Uchis,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7dc488cf69904eef8867c1d91e16db37,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d52a027de8fe4e00b2bc5755953ced64,False,True,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
0,GB,7102447823462993158,1653667500,It feels so powerful idc,6532063263641829378,eva violet,"🏴󠁧󠁢󠁳󠁣󠁴󠁿•20
💌business: evaviolet@viralnationtalent.com",0,False,https://www.tiktok.com/@evaaviolett/video/7102447823462993158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102447823462993158&source=h5_m,2210049,1860,624,2505,449278,7075145457072114437,7075145457072114437,72,7075145457072114437,im famous guys (Contains music from: Closer - Nine Inch Nails),"Contains music from: ""Closer""",6.970448863216993e+18,:D,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075145460737968901.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/365bdf0a984a135734129578c96fd10c.json,False,False,Nine Inch Nails,Closer,im famous guys (Contains music from: Closer - Nine Inch Nails),"Contains music from: ""Closer""",[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
1,GB,7091351535518600454,1651083944,Appreciate it🥰 #viral #couplegoals #couple #fyp #onlyinmycalvins #foryou #trending  #relationships #relationshipgoals #couplelove #relatable #mollyandjordy #Love #london #uk,6938415151419360262,Molly and Jordy,"Relationship Content❤️
daniella@zgadigital.co.uk
⬇️RECENT YT VIDEO⬇️",0,False,https://www.tiktok.com/@mollyandjordy/video/7091351535518600454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091351535518600454&source=h5_m,7014130,943,7654,6139,258746,6890356575593417478,6890356575593417478,72,6890356575593417478,original sound - esealnc,Ethan Seal,6.738453420426479e+18,Ethan Seal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6890356411465779973.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d37063fa851501b7e3b5b91e74ed6337.json,False,False,,,,,[],0,0,Canada,#viral #couplegoals #couple #fyp #onlyinmycalvins #foryou #trending #relationships #relationshipgoals #couplelove #relatable #mollyandjordy #Love #london #uk,1,0,0,0,1,0,0,1,0,1
2,MX,7099444733214346501,1652968290,My scene is sometimes changing from MacBeth to Sponge Bob Squarepants in 5 minutes 🙈 #dolorescannon #creation #spiritualtiktok #lifechange,6895777593795658753,Whyientist Why,"✨IG:whyientist✨
🍄questioning the universe for you🪐
🧠mental wellness🕉
More👇",0,False,https://www.tiktok.com/@whyientist/video/7099444733214346501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099444733214346501&source=h5_m,5499745,4252,42117,24437,421411,6737391582615439361,6737391582615439361,10033,6737391582615439361,Night Trouble,Petit Biscuit,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/849271dca6504b30822d6ca5ef6369e4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/08d4816197ae4b058896e4e5247fd01c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1084456995', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#dolorescannon #creation #spiritualtiktok #lifechange,0,0,0,0,0,0,0,0,0,0
3,DE,7095814302338174214,1652123013,#Memes #funnyvideos #foryou,6978587718997918726,Meme Fanpage,"Fanpage 
not my memes
📧thefunmaster3000@outlook.de
Mail -> Credits/Removal",0,False,https://www.tiktok.com/@thefunmaster3000/video/7095814302338174214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095814302338174214&source=h5_m,3384240,3717,5804,40,267153,7095814288580905733,7095814288580905733,72,7095814288580905733,original sound - thefunmaster3000,Meme Fanpage,6.978587718997919e+18,Meme Fanpage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095814293851245317.mp3,,False,False,,,,,[],0,0,Canada,#Memes #funnyvideos #foryou,1,0,0,0,0,0,0,0,0,0
4,US,7100607945246854446,1653239119,The Rules of Wishing 😂✨ #fypシ #unbanthemanniishow #themannii,11956846,The Mannii Show,"ʕ•̫͡•ʔ🙏🏼Follow my YouTube⤴️ iNstaGram⤴️ʕ•̫͡•ʔ
✨BLM✨
Merch Coming S♾N 🧢🔥",0,False,https://www.tiktok.com/@the_mannii/video/7100607945246854446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100607945246854446&source=h5_m,1859160,1695,1364,2644,239721,6792596960177163014,6792596960177163014,72,6792596960177163014,original sound - boogerboy666,James,6.697690448364455e+18,James,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1658348781380661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/869b27bf2134cd469265c814e97f7a7b.json,False,False,,,,,[],0,0,Canada,#fypシ #unbanthemanniishow #themannii,0,0,0,0,0,1,0,0,0,0
5,US,7094314702041337094,1651773860,Oh boy…this is going to be a long #breakfast on #FutureFoodStars tonight 🤦‍♂️ @bbc,6747935906352907269,Gordon Ramsay,"I cook sometimes too.....

Recipes here 👇🏻",0,False,https://www.tiktok.com/@gordonramsayofficial/video/7094314702041337094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094314702041337094&source=h5_m,37135783,17018,34282,16548,4727499,7094314682089097990,7094314682089097990,72,7094314682089097990,How Would You Like Your Scrambled Eggs,Gordon Ramsay,6.747935906352907e+18,Gordon Ramsay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094314698010675973.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6849a748280098532ca4b1b54448891d.json,False,False,,,,,[],0,0,Canada,#breakfast #FutureFoodStars,0,0,0,0,0,0,0,0,0,0
6,CA,7074606099701189934,1647185093,Reply to @itlpie #BraveGang 💦,28105219,Molly Carlson,"CEO of #BRAVEGANG
Team Canada High Diver🇨🇦
#TeamSpeedo🩱The bravest IG😱⬆️",0,False,https://www.tiktok.com/@mollycarlson/video/7074606099701189934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074606099701189934&source=h5_m,10390016,2310,1222,609,717595,7057869803842997038,7057869803842997038,10036,7057869803842997038,Cmonnn (Hit It One Time),5Star,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/502bd1a34d004577ba1d7186a4b13c08,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8eca65bc83bf45fea4afa493e0efc849,False,True,,,,,[],0,0,Canada,#BraveGang,0,0,0,0,0,0,0,0,0,0
7,CA,7090354206321806597,1650851740,Charizard custom 30x48 process<3,6706152653393970181,EY ART STUDIO,"Artist🎨 22
Dm through ig to order @eyartstudio
Email: Eyartstudio1@gmail.com",0,False,https://www.tiktok.com/@eyartstudio/video/7090354206321806597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090354206321806597&source=h5_m,3551526,1731,5705,2717,434188,7071268083029002241,7071268083029002241,10033,7071268083029002241,Starlight,Dave,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dbbb232fa7374fbe9fc25cfc9ae73b43,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/63f3f1374cd748f1b028eff5215feb23,True,True,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
0,CA,7095059662583647493,1651947309,#foryou #fyp,7021934881563296774,leagueoflegendsfan2001,"20
um follow my ig",0,False,https://www.tiktok.com/@leagueoflegendsfan2001/video/7095059662583647493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095059662583647493&source=h5_m,5971071,42432,62070,14949,1538118,7070121444721838894,7070121444721838894,72,7070121444721838894,original sound - taker.of.cheeks (Contains music from: Retardotron - Bovine Fecal Matter),"Contains music from: ""Retardotron""",6.683932720069035e+18,Vincent T.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070206316978965291.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8f4759f6a80e34f65ad45463532b1541.json,False,False,Bovine Fecal Matter,Retardotron,original sound - taker.of.cheeks (Contains music from: Retardotron - Bovine Fecal Matter),"Contains music from: ""Retardotron""",[],0,0,Canada,#foryou #fyp,1,0,0,0,1,0,0,0,0,0
1,CA,7093937762209942790,1651686097,My main photo has “I’m trans” written on it in bold letters too. #transgender #accountant #kinktok #trans #tgirl #transgirl #transwoman #mtf #lgbt #fyp #foryoupage #fy #foryou #fypシ,6999556180960920581,Liberty Valentine,"Non-op trans < sāūcy content > creator 🤫

Chęck lG @imlibbyv
Snap me @imlibv",0,False,https://www.tiktok.com/@liberty.valentine/video/7093937762209942790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093937762209942790&source=h5_m,393450,258,17,37,9841,7088714362222840582,7088714362222840582,72,7088714362222840582,Not me starting a TikTok trend purrrrr (Contains music from: Black Ferz - Guy J),"Contains music from: ""Black Ferz""",7.049312525507249e+18,Preston is over party💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088714366886873862.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dec8d41a39ea3d3e3b2665c7cfaeb5fb.json,False,False,Guy J,Black Ferz,Not me starting a TikTok trend purrrrr (Contains music from: Black Ferz - Guy J),"Contains music from: ""Black Ferz""",[],0,0,Canada,#transgender #accountant #kinktok #trans #tgirl #transgirl #transwoman #mtf #lgbt #fyp #foryoupage #fy #foryou #fypシ,1,1,0,1,1,1,0,0,0,0
2,US,7098424365334760747,1652730715,A constant cycle 😵‍💫,6606762660112924678,Avery,"Avery
She/her
Mgmt: eric@undercurrent.net",0,False,https://www.tiktok.com/@averycyrus/video/7098424365334760747?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098424365334760747&source=h5_m,5278747,2091,2823,3601,626643,7095492979259820805,7095492979259820805,72,7095492979259820805,original sound - ex7stence,</3,7.043108937957672e+18,</3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095493007696775941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bb71369bbb9323214a5d7bac6b60e49f.json,False,False,,,,,[],0,0,Canada,,0,0,0,0,0,0,0,0,0,0
3,CA,7101048754958060806,1653341755,Do some push-ups #andrewtate #tatemotivation #motivation #hustlersuniversity #money #richpeople #invest #millionaire #cobratate #spart #alpha #busniess #freedom #tate #tristantate #mafia #richboy #millionarewealth #mindset #fyp #andrewtatequotes,7029771709742400517,whyisitspicyeee,Web https://gripsionfingerboards.com,0,False,https://www.tiktok.com/@whyisitspicyeee/video/7101048754958060806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101048754958060806&source=h5_m,2877550,3320,3419,6258,328514,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Canada,#andrewtate #tatemotivation #motivation #hustlersuniversity #money #richpeople #invest #millionaire #cobratate #spart #alpha #busniess #freedom #tate #tristantate #mafia #richboy #millionarewealth #mindset #fyp #andrewtatequotes,0,0,0,0,1,0,0,0,0,0
4,AU,7096604155300547841,1652306916,#fy #fyp #blowthisup #coldestmoments #k9,6913370530482652161,Godmode_07,Thank you so much for 400k 😁😁,0,False,https://www.tiktok.com/@godmode_07/video/7096604155300547841?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096604155300547841&source=h5_m,5811626,4136,3308,10355,648600,7013193402187942661,7013193402187942661,72,7013193402187942661,original sound - freewillyy,freewillyy,6.780156885309588e+18,freewillyy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7013193487227161350.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/52bbbe0ae631ea9e18cd52808ee5cf04.json,False,False,,,,,[],0,0,Canada,#fy #fyp #blowthisup #coldestmoments #k9,0,0,0,1,1,0,0,0,0,0
5,EE,7099177136832924933,1652905983,WE ARE ALL CHAD #chad #chadface #fyp #foryoupage,6963319785049703430,Anna,I love hot brunette misunderstood villains,0,False,https://www.tiktok.com/@sylviesbritishaccent/video/7099177136832924933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099177136832924933&source=h5_m,9559583,22491,13478,15525,2279962,7081571446102772486,7081571446102772486,72,7081571446102772486,original sound - wuhazu (Contains music from: Tale Os Us - Nicolau Marinho),"Contains music from: ""Tale Os Us""",6.714426348532876e+18,𝚆𝚞𝚑𝚊𝚣𝚞 ☆,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081571443204459269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/89bf9779b43c0f5e396d27bf95f6a317.json,False,False,Nicolau Marinho,Tale Os Us,original sound - wuhazu (Contains music from: Tale Os Us - Nicolau Marinho),"Contains music from: ""Tale Os Us""",[],0,0,Canada,#chad #chadface #fyp #foryoupage,0,1,0,0,1,0,0,0,0,0
6,NG,7094669495205235973,1651856467,"Stop telling our own story, It's not yours to tell😌 focus on helping the needy in your country/continent first 🥰 p.s google is your friend.#africa #charityekezie",6807877416234730501,sucrepea,"Leo ♌
🇳🇬 Nigerian
Just here to make your day🥰
 DM ON INSTAGRAM",0,False,https://www.tiktok.com/@charityekezie/video/7094669495205235973?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094669495205235973&source=h5_m,1306291,1653,896,589,281759,7088446401427835691,7088446401427835691,72,7088446401427835691,original sound - tiffanyhaddish (Contains music from: Dans le vide - funzfbk),"Contains music from: ""Dans le vide""",6.624299202426192e+18,TIFFANY HADDISH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7088446422026292014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3e8fb3ce7cc676bd7e5368326dd1fe02.json,False,False,funzfbk,Dans le vide,original sound - tiffanyhaddish (Contains music from: Dans le vide - funzfbk),"Contains music from: ""Dans le vide""",[],0,0,Canada,#africa #charityekezie,0,0,0,0,0,0,0,0,0,0
7,CA,7100800024442965253,1653283848,Apparently a lot people don’t recognize me without my glasses and sweats pants LOL I am like Hannah Montana  😂 #goldhouse,6621187864221384710,LeendaDong,"📍LOS ANGELES 
Business: LeendaDManagement@clique-now.com
Phucbichfamily.ca",0,False,https://www.tiktok.com/@yoleendadong/video/7100800024442965253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100800024442965253&source=h5_m,7645358,4768,3126,1472,1582382,7046487747955411717,7046487747955411717,72,7046487747955411717,Toxic x Pony (Contains music from: Toxic Pony - ALTÉGO & Britney Spears & Ginuwine),"Contains music from: ""Toxic Pony""",6.925393143870342e+18,ALTÉGO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7046487761083222790.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/79fe246e87088f0f27b41fb381f0ccfc.json,False,False,ALTÉGO & Britney Spears & Ginuwine,Toxic Pony,Toxic x Pony (Contains music from: Toxic Pony - ALTÉGO & Britney Spears & Ginuwine),"Contains music from: ""Toxic Pony""",[],0,0,Canada,#goldhouse,0,0,0,0,0,0,0,0,0,0
0,CA,7094374336923962629,1651787745,LET ME HELP U FEEL CONFIDENT!!!!!!!! #girls #relatable #teenager #confidence #bodyimage #insecure,26439349,spencer barbosa🧚🏻,"treat yourself like someone you love 
💕SHOP MY CLOTHING BRAND💕",0,False,https://www.tiktok.com/@spencer.barbosa/video/7094374336923962629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094374336923962629&source=h5_m,4795826,2758,796,1492,720340,7066135169229081345,7066135169229081345,72,7066135169229081345,adore you (Contains music from: Adore You - Harry Styles),"Contains music from: ""Adore You""",7.05500172140413e+18,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7066135133530639106.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/451c83331564cf683557a4254a7cae2a.json,False,False,Harry Styles,Adore You,adore you (Contains music from: Adore You - Harry Styles),"Contains music from: ""Adore You""",[],0,0,Canada,#girls #relatable #teenager #confidence #bodyimage #insecure,0,0,0,0,0,0,0,1,0,0
